fecha,nombre,precio
2025-08-05,Queso Cremoso Puyehué Trozado Envasado 1kgs,8900
2025-08-05,Queso Cremoso Ecoop Sin Sal Trozado Envasado 1kgs,9950
2025-08-05,Queso Cremoso Don Firticchio Trozado Envasado 1kgs,8900
