fecha,nombre,precio
2025-08-10,Queso Cremoso Cooperativa Trozado Envasado 1kgs,8980
2025-08-10,Queso Cremoso Saborcrem Procesado Pizzero Envasado 1kgs,6280
2025-08-10,Queso Cremoso Don Firticchio Trozado Envasado 1kgs,8900
2025-08-10,Queso Cremoso Gran Aldea Trozado Envasado 260grs,2500
2025-08-10,Queso Cremoso Las Tres Estrellas Trozado Envasado 1kgs,8900
2025-08-10,Queso Cremón Cremoso La Serenisima Trozado Envasado 1kgs,15400
