fecha,nombre,precio
2025-07-31,Queso Cremoso Puyehué Trozado Envasado 1kgs,8900
2025-07-31,Queso Cremoso Saborcrem Procesado Pizzero Envasado 1kgs,6280
2025-07-31,Queso Cremoso La Paulina Trozado 1kgs,8900
2025-07-31,Queso Cremoso Ecoop Sin Sal Trozado Envasado 1kgs,9950
2025-07-31,Queso Cremoso Don Firticchio Trozado Envasado 1kgs,8900
2025-07-31,Queso Cremoso Noal Trozado Envasado 1kgs,8500
