fecha,supermercado,producto,precio
2025-08-04,coope,Queso Cremoso Don Firticchio Trozado Envasado 1kgs,8900.0
2025-08-04,coope,Queso Cremoso Ecoop Sin Sal Trozado Envasado 1kgs,9950.0
2025-08-04,coope,Queso Cremoso Gran Aldea Trozado Envasado 260grs,2500.0
2025-08-04,coope,Queso Cremoso Noal Trozado Envasado 1kgs,8500.0
2025-08-04,coope,Queso Cremoso Puyehué Trozado Envasado 1kgs,8900.0
